Unnamed: 0,questions,answers,similarity_score
967,What are the knot restrictions based on thickness?,"In pieces less than 5"" thick, knots should not exceed 3/4"". In pieces 5"" to 10"" thick, knots should not exceed 1"". In pieces 11"" and thicker, knots should not exceed 1-1/2"".",0.8647306252803236
968,What is the allowable wane in boxed hearts?,"Wane not exceeding one-fourth of the width of the surface on which it appears will be admitted on one corner, or this amount may be divided and show on two or more corners.",0.8915047913376749
969,"What is the maximum allowable wane in pieces 5"" and less in thickness?","Wane may be admitted up to one-third of the width, one-third of the thickness, and one-third the length of the piece in the aggregate.",0.9262167187223181
970,"When is pin allowed in pieces 5"" and thicker?",Pin may be admitted when it is either,0.8750228905449291
971,What does Virginia pine grow to be used for in the southern states?,Virginia pine is often grown for Christmas trees.,0.9796001360418181
972,How should rough dimension stock be counted?,Rough dimension stock should be counted as of the nominal specified size.,0.8805521732282829
973,What are some characteristics of Virginia pine?,"Virginia pine is intolerant of shade, has a moderate growth rate, and is a hard pine.",0.9999999999999998
974,What is the maximum or minimum percentage of heartwood or approach admitted?,Contracts for special grades under a heartwood or approach specification shall state the maximum or minimum percentage of heartwood or approach desired.,0.8875991442275752
975,How are width and length tallying counted?,"In tallying, the width, pieces meaning to the even half inch are alternately counted as of the next higher or lower width.",0.8905854581712731
976,What is the height that Virginia pine can grow to?,Virginia pine grows to a height of 40 to 60 feet.,0.9817172789097804
977,What is the diameter of a mature Virginia pine?,A mature Virginia pine attains a diameter of 1 to 1.5 feet.,1.0
978,What is another term for 'tally on 12 n'?,"The terms 'export tally,' 'width and length tally' and 'tally on 12 n' are synonymous.",0.8158236379647142
979,What are considered ordinary and admitted in clear face cuttings?,Season checks are considered ordinary and are admitted in clear face cuttings if they will draw out at standard surfaced thickness.,0.8868290122295082
980,What should contracts for special grades under a heartwood or approach specification state?,Contracts for special grades under a heartwood or approach specification shall state the maximum or minimum percentage of heartwood or approach desired and how it shall be calculated.,0.9127901282016786
981,What is wane?,"Wane is bark, or the lack of wood or bark, on the edge or corner of a piece.",0.8658084908595872
982,How wide can a slight wave be?,"A slight wave can be up to 1/4"" wide on the surface on which it appears, for one-sixth of the length and one-fourth the thickness of the piece.",0.9294183162968348
983,What is considered a medium wave?,"A medium wave is over 1/4"" but not more than 1/2"" wide on the surface on which it appears, for one-sixth the length and one-fourth the thickness of the piece.",0.8454614465661197
984,How wide is a large wave?,"A large wave is over 1/2"" wide on the surface on which it appears, and/or over one-sixth the length and one-fourth the thickness of the piece.",0.9294183162968348
985,What are the standard grades of forestry?,"The standard grades are Selects & Better, No. 1 Common, No. 2 Common, and Peck.",0.9213021792991172
986,What is the recommended use for Selects & Better grade?,"The Selects & Better grade should be specified for any use where appearance is of the utmost importance, such as paneling, flooring, partition, etc.",0.9308018636255835
987,What is the minimum size for a Selects & Better board?,"The minimum size for a Selects & Better board is 4"" x 8', allowing 25% odd lengths.",0.8842331674605441
988,How is Selects & Better grade graded?,"Selects & Better grade is graded from the better face, with the reverse side not being below No. 1 Common. Sapwood should have no defects, and wane on the No. 1 Common side shall not exceed 1/2 thickness or 1/3 length or 1/6 width in the aggregate.",0.9308018636255835
989,"What are the allowances for pieces 4"" and 5"" wide in Selects & Better grade?","Pieces 4"" and 5"" wide must be clear, allowing a slight wave on one edge.",0.9632416851107826
990,"What are the allowances for pieces 6"" and wider in Selects & Better grade?","Pieces 6"" and wider admit a split equal to the width of the board in the aggregate, wane equal to 1/2 the thickness and twice the length in inches and 8/4"" wide, as described in paragraph 76.",0.9632416851107826
991,What is the purpose of these rules for Cypress lumber?,These rules are for the inspection of Cypress lumber.,0.8818417767297704
992,What should be included when requesting an inspection of Cypress lumber at the leading point?,A copy of the order on which the shipment is to be made should be included.,0.8847770875384909
993,How should lumber be inspected and measured?,"Lumber should be inspected and measured as the inspector finds it, of full length and width.",0.9999999999999998
994,What is the grade preference for Cypress lumber?,"The grade preference for Cypress lumber is in the following order: Selects & Bettir, No. 1 Common, No. 2 Common, and Peck.",0.8818417767297704
995,What does the inspector base the grade on?,The inspector bases the grade on the better face of the board.,0.8747430009627918
996,What is the grade of the reverse side in Selects & Bettir?,The reverse side of Selects & Bettir shall grade not below No. 1 Common.,0.8935640828697401
997,What grade does the reverse side of No. 2 Common not prevent?,The reverse side of No. 2 Common does not prevent the serviceability of this utility grade.,0.8923912354213719
998,How should lumber of standard size be tallied?,Lumber of standard size should be tallied board measure.,0.9256560067142855
999,How should the board-foot measurement be based for lumber less than 1 inch thick?,The board-foot measurement for lumber less than 1 inch thick should be based on the surface dimensions.,0.917516096672613
1000,How is the tally of lumber thicker than 1 inch measured?,The tally of lumber thicker than 1 inch is measured in board measure feet.,0.9340828932974179
1001,What is the volume of 1 cubic centimeter (cm3) in cubic inches?,1 cubic centimeter (cm3) is equal to 0.061 cubic inches.,0.9702668214967203
1002,What is the volume of 1 cubic inch in cubic centimeters?,1 cubic inch is equal to 16.39 cubic centimeters.,0.9702668214967203
1003,What is the volume of 1 cubic decimeter (dm3) in cubic feet?,1 cubic decimeter (dm3) is equal to 0.0353 cubic feet.,0.9475227132963583
1004,What is the volume of 1 cubic foot in cubic decimeters?,1 cubic foot is equal to 28.317 cubic decimeters.,0.9475227132963583
1005,What is the volume of 1 cubic meter (m3) in cubic feet?,1 cubic meter (m3) is equal to 35.34 cubic feet.,0.9497017453742964
1006,What is the volume of 1 cubic meter (m3) in cubic yards?,1 cubic meter (m3) is equal to 1.308 cubic yards.,0.9773077477743091
1007,What is the volume of 1 cubic yard in cubic meters?,1 cubic yard is equal to 0.7646 cubic meters.,0.9773077477743091
1008,How many board feet are in 1 cubic meter of lumber?,1 cubic meter of lumber is equal to 424 board feet.,0.9750039985912609
1009,How many cubic centimeters are in 1 board foot of lumber?,"1 board foot of lumber is equal to 2,359 cubic centimeters.",0.9643786334572992
1010,How many cubic meters are in 1 board foot of lumber?,1 board foot of lumber is equal to 0.0024 cubic meters.,0.9750039985912609
1011,What are the lengths for CLEAR grade in forestry?,The lengths for CLEAR grade are 8' to 16'.,0.9360932163862687
1012,What are the characteristics of NO. 1 COMMON grade in forestry?,NO. 1 COMMON grade yields 66-2/3% clear face in not over two cuttings in 6' to 11' and not over three cuttings in 12' and longer.,0.9082476219349718
1013,What are the length and width requirements for cutting in NO. 1 COMMON grade?,"The length requirement is not less than 2' long and the width requirement is not less than 2"" wide in pieces 2"" and 2-1/2"" wide, nor less than 3"" wide in pieces 3"" and wider.",0.9376670127477997
1014,What are the length requirements for NO. 2 COMMON grade?,The length requirement for NO. 2 COMMON grade is 6' to 16'.,0.9584620886009676
